,r,dataset_word
D_50_f-6avg,0.0009958271139535,avgstatset__f-6
R_1_f-6avg,0.0009674994279986,avgstatset__f-6
D_39_lag_diff_f-6avg,0.000917381214386,avgstatset__f-6
B_3_f-6avg,0.0007735637318457,avgstatset__f-6
B_2_f-6avg,0.0007299826765305,avgstatset__f-6
B_4_lag_diff_f-6avg,0.0007147293071701,avgstatset__f-6
D_48_f-6avg,0.0006798644629179,avgstatset__f-6
D_45_f-6avg,0.0006558948824945,avgstatset__f-6
B_9_f-6avg,0.0005948814050532,avgstatset__f-6
S_3_f-6avg,0.0005186145582515,avgstatset__f-6
B_22_f-6avg,0.0005186145582515,avgstatset__f-6
B_7_f-6avg,0.00051425645272,avgstatset__f-6
B_1_f-6avg,0.0004619591863417,avgstatset__f-6
D_51_f-6avg,0.0004597801335759,avgstatset__f-6
D_46_f-6avg,0.0004053038144318,avgstatset__f-6
R_1_lag_diff_f-6avg,0.000394408550603,avgstatset__f-6
B_5_f-6avg,0.0003769761284769,avgstatset__f-6
B_11_f-6avg,0.0003704389701796,avgstatset__f-6
S_9_f-6avg,0.0003595437063508,avgstatset__f-6
D_79_f-6avg,0.0003551856008193,avgstatset__f-6
S_26_f-6avg,0.0003464693897562,avgstatset__f-6
B_23_f-6avg,0.0003377531786932,avgstatset__f-6
B_8_f-6avg,0.0003355741259274,avgstatset__f-6
D_121_f-6avg,0.0003333950731617,avgstatset__f-6
D_43_f-6std,0.0003268579148643,avgstatset__f-6
S_26_f-6std,0.0003094254927383,avgstatset__f-6
S_7_cen_f-6avg,0.0002832768595491,avgstatset__f-6
B_3_lag_diff_f-6avg,0.0002723815957203,avgstatset__f-6
D_47_f-6avg,0.0002702025429546,avgstatset__f-6
S_7_f-6avg,0.0002505910680627,avgstatset__f-6
D_39_f-6std,0.0002462329625312,avgstatset__f-6
R_3_f-6avg,0.0002353376987023,avgstatset__f-6
P_2_lag_diff_f-6avg,0.0002309795931708,avgstatset__f-6
R_11_f-6avg,0.0002288005404051,avgstatset__f-6
D_56_cen_f-6avg,0.000220084329342,avgstatset__f-6
R_27_f-6avg,0.0002113681182789,avgstatset__f-6
D_62_f-6avg,0.0002113681182789,avgstatset__f-6
D_48_lag_diff_f-6avg,0.0002091890655132,avgstatset__f-6
D_61_cen_f-6avg,0.0002070100127474,avgstatset__f-6
P_3_f-6avg,0.0002070100127474,avgstatset__f-6
B_11_lag_diff_f-6avg,0.0002048309599817,avgstatset__f-6
B_1_lag_diff_f-6avg,0.0001982938016844,avgstatset__f-6
B_4_f-6std,0.0001939356961528,avgstatset__f-6
B_21_f-6avg,0.0001917566433871,avgstatset__f-6
S_25_f-6std,0.0001895775906213,avgstatset__f-6
S_11_f-6avg,0.0001852194850898,avgstatset__f-6
D_144_f-6std,0.0001852194850898,avgstatset__f-6
B_19_f-6avg,0.0001786823267925,avgstatset__f-6
D_41_f-6avg,0.0001786823267925,avgstatset__f-6
D_41_f-6std,0.0001699661157295,avgstatset__f-6
S_12_f-6std,0.0001699661157295,avgstatset__f-6
D_77_f-6avg,0.0001699661157294,avgstatset__f-6
D_52_f-6avg,0.0001677870629637,avgstatset__f-6
S_6_f-6avg,0.0001612499046664,avgstatset__f-6
S_22_lag_diff_f-6avg,0.0001612499046664,avgstatset__f-6
B_13_f-6avg,0.0001612499046664,avgstatset__f-6
D_112_f-6avg,0.0001568917991349,avgstatset__f-6
D_59_Q50cen_f-6avg,0.0001568917991349,avgstatset__f-6
B_3_f-6std,0.0001525336936034,avgstatset__f-6
S_8_f-6avg,0.0001525336936033,avgstatset__f-6
B_10_f-6avg,0.0001459965353061,avgstatset__f-6
S_7_cen_lag_diff_f-6avg,0.0001459965353061,avgstatset__f-6
S_15_f-6avg,0.0001438174825403,avgstatset__f-6
D_145_f-6avg,0.0001416384297745,avgstatset__f-6
B_37_f-6avg,0.0001394593770088,avgstatset__f-6
D_41_lag_diff_f-6avg,0.0001394593770088,avgstatset__f-6
S_24_lag_diff_f-6avg,0.000137280324243,avgstatset__f-6
B_28_lag_diff_f-6avg,0.0001351012714773,avgstatset__f-6
B_5_f-6std,0.0001351012714773,avgstatset__f-6
D_122_f-6avg,0.0001351012714772,avgstatset__f-6
B_37_lag_diff_f-6avg,0.0001307431659457,avgstatset__f-6
S_9_std_f-6avg,0.0001285641131799,avgstatset__f-6
B_15_f-6std,0.0001285641131799,avgstatset__f-6
S_16_f-6std,0.0001242060076484,avgstatset__f-6
B_24_f-6std,0.0001220269548827,avgstatset__f-6
B_15_f-6avg,0.0001220269548827,avgstatset__f-6
D_61_f-6avg,0.0001154897965854,avgstatset__f-6
D_131_f-6avg,0.0001154897965854,avgstatset__f-6
S_3_f-6std,0.0001154897965854,avgstatset__f-6
D_65_f-6avg,0.0001111316910539,avgstatset__f-6
D_143_f-6avg,0.0001067735855224,avgstatset__f-6
D_39_f-6avg,0.0001067735855223,avgstatset__f-6
D_130_f-6avg,0.0001045945327566,avgstatset__f-6
D_70_f-6avg,0.0001045945327566,avgstatset__f-6
D_56_cen_f-6std,0.0001024154799908,avgstatset__f-6
D_59_f-6std,0.0001024154799908,avgstatset__f-6
S_24_f-6std,0.0001002364272251,avgstatset__f-6
R_3_f-6std,0.000100236427225,avgstatset__f-6
R_2_f-6avg,9.805737445933715e-05,avgstatset__f-6
S_16_f-6avg,9.15202161620554e-05,avgstatset__f-6
B_17_f-6std,9.15202161620332e-05,avgstatset__f-6
R_2_lag_diff_f-6avg,9.15202161620332e-05,avgstatset__f-6
S_7_f-6std,8.934116339629484e-05,avgstatset__f-6
D_91_lag_diff_f-6avg,8.934116339629484e-05,avgstatset__f-6
B_9_lag_diff_f-6avg,8.934116339629484e-05,avgstatset__f-6
B_3_slope,0.0022923635095823,slopeset__slope
D_44_slope,0.002194306135123,slopeset__slope
B_5_slope,0.0018935968534477,slopeset__slope
B_4_slope,0.0017890023206911,slopeset__slope
D_39_slope,0.001505725461142,slopeset__slope
S_3_slope,0.0013335802926467,slopeset__slope
R_1_slope,0.0013008945011603,slopeset__slope
D_62_slope,0.0010437662748003,slopeset__slope
D_65_slope,0.000954425111404,slopeset__slope
D_55_slope,0.000825860998224,slopeset__slope
D_43_slope,0.0007713846790799,slopeset__slope
D_41_slope,0.0007670265735484,slopeset__slope
B_9_slope,0.0007147293071701,slopeset__slope
B_17_slope,0.0006842225684494,slopeset__slope
B_6_slope,0.0006733273046206,slopeset__slope
B_12_slope,0.0006449996186657,slopeset__slope
PCA_8,0.0528986849416559,PCAset_PCA
PCA_6,0.0263185993048822,PCAset_PCA
B_17_na_mean,0.0209145484457906,NAset__na
D_53_na_mean,0.0149984201867448,NAset__na
D_77_na_mean,0.0089885926587712,NAset__na
D_43_na_mean,0.0079535425950339,NAset__na
D_56_na_mean,0.0057897431986315,NAset__na
D_42_na_mean,0.005408408964623,NAset__na
D_50_na_mean,0.0046958587102186,NAset__na
R_26_na_mean,0.0043733589008858,NAset__na
D_48_na_mean,0.0038743558175261,NAset__na
S_3_na_mean,0.0037327173877515,NAset__na
D_62_na_mean,0.0033949642090583,NAset__na
R_9_na_mean,0.0027107416406088,NAset__na
B_38_last_WoE,0.0243988538182451,cat_WoE_baseset_WoE
B_38_mean_WoE,0.0222394125273743,cat_WoE_baseset_WoE
B_30_mean_WoE,0.0079775121754572,cat_WoE_baseset_WoE
B_30_last_WoE,0.0032838325180043,cat_WoE_baseset_WoE
D_120_last_WoE,0.0026649815325277,cat_WoE_baseset_WoE
B_38_std_WoE,0.0025625660525369,cat_WoE_baseset_WoE
B_38_first_WoE,0.0021768737129969,cat_WoE_baseset_WoE
D_120_mean_WoE,0.0016909449462318,cat_WoE_baseset_WoE
B_38_last_WoEonlylast,0.0276979397056099,cat__WoEonlylast_baseset_WoE
B_38_mean_WoEonlylast,0.0248629920573526,cat__WoEonlylast_baseset_WoE
B_38_first_WoEonlylast,0.0103287101097153,cat__WoEonlylast_baseset_WoE
B_30_first_WoEonlylast,0.0062168375407209,cat__WoEonlylast_baseset_WoE
D_120_mean_WoEonlylast,0.0033274135733196,cat__WoEonlylast_baseset_WoE
D_114_first_WoEonlylast,0.0019197454866369,cat__WoEonlylast_baseset_WoE
B_30_mean_WoEonlylast,0.0013662660841331,cat__WoEonlylast_baseset_WoE
D_117_first_WoEonlylast,0.0013597289258359,cat__WoEonlylast_baseset_WoE
P_2_min,0.020075613130972,baseset_withdroped_min
B_2_min,0.0070318032751163,baseset_withdroped_min
B_18_min,0.0068008236819455,baseset_withdroped_min
D_42_min,0.0029155726005905,baseset_withdroped_min
P_3_min,0.0021725156074654,baseset_withdroped_min
D_46_min,0.0021420088687448,baseset_withdroped_min
D_54_min,0.001919745486637,baseset_withdroped_min
D_112_min,0.0016865868407003,baseset_withdroped_min
B_17_min,0.0013880566117909,baseset_withdroped_min
D_43_min,0.0012921782900973,baseset_withdroped_min
R_7_cen_min,0.0012899992373315,baseset_withdroped_min
B_6_min,0.0012093742849983,baseset_withdroped_min
S_25_min,0.00115707701862,baseset_withdroped_min
B_16_min,0.0010786311190525,baseset_withdroped_min
B_5_min,0.0010459453275661,baseset_withdroped_min
B_4_min,0.0009762156390617,baseset_withdroped_min
D_121_min,0.0009064859505573,baseset_withdroped_min
D_50_min,0.0008803373173681,baseset_withdroped_min
S_3_min,0.0008738001590709,baseset_withdroped_min
B_10_min,0.0006515367769631,baseset_withdroped_min
B_8_min,0.000560016560801,baseset_withdroped_min
R_3_min,0.0005534794025037,baseset_withdroped_min
S_12_min,0.0005098983471885,baseset_withdroped_min
D_53_min,0.0004968240305939,baseset_withdroped_min
S_8_min,0.0004859287667651,baseset_withdroped_min
D_48_min,0.0004837497139993,baseset_withdroped_min
B_12_min,0.0004837497139993,baseset_withdroped_min
B_28_min,0.0004772125557021,baseset_withdroped_min
D_44_min,0.0004619591863417,baseset_withdroped_min
B_37_min,0.0004074828671976,baseset_withdroped_min
D_91_min,0.000394408550603,baseset_withdroped_min
S_9_std_min,0.0003682599174139,baseset_withdroped_min
D_49_min,0.0003617227591166,baseset_withdroped_min
D_123_min,0.0003530065480536,baseset_withdroped_min
S_13_min,0.0003377531786932,baseset_withdroped_min
D_59_Q50cen_min,0.0003203207565671,baseset_withdroped_min
D_82_min,0.0003181417038014,baseset_withdroped_min
D_71_min,0.0003181417038014,baseset_withdroped_min
B_3_max,0.0048832572480742,baseset_withdroped_max
P_2_max,0.0045760108081017,baseset_withdroped_max
D_39_max,0.0044409095366244,baseset_withdroped_max
B_5_max,0.0044191190089668,baseset_withdroped_max
B_4_max,0.0039789503502827,baseset_withdroped_max
D_46_max,0.0029591536559057,baseset_withdroped_max
D_42_max,0.0024100323589335,baseset_withdroped_max
D_50_max,0.0015209788305023,baseset_withdroped_max
B_16_max,0.0012442391292505,baseset_withdroped_max
D_48_max,0.0011527189130884,baseset_withdroped_max
R_3_max,0.0010938844884128,baseset_withdroped_max
B_7_max,0.0010197966943769,baseset_withdroped_max
D_47_max,0.0009348136365121,baseset_withdroped_max
D_65_max,0.0009173812143861,baseset_withdroped_max
R_1_max,0.0008868744756654,baseset_withdroped_max
D_44_max,0.000871621106305,baseset_withdroped_max
B_20_max,0.000854188684179,baseset_withdroped_max
B_11_max,0.0008236819454582,baseset_withdroped_max
D_41_max,0.0007670265735484,baseset_withdroped_max
B_22_max,0.0007408779403593,baseset_withdroped_max
B_2_max,0.0007299826765305,baseset_withdroped_max
D_45_max,0.0007212664654674,baseset_withdroped_max
D_121_max,0.0006210300382423,baseset_withdroped_max
S_26_max,0.0006123138271793,baseset_withdroped_max
D_55_cen_max,0.0005796280356928,baseset_withdroped_max
D_43_max,0.0005774489829271,baseset_withdroped_max
D_53_max,0.0005404050859091,baseset_withdroped_max
B_17_max,0.0005251517165488,baseset_withdroped_max
S_3_max,0.0005120773999542,baseset_withdroped_max
R_10_max,0.0005011821361254,baseset_withdroped_max
B_6_max,0.0004118409727291,baseset_withdroped_max
D_61_cen_max,0.0003878713923058,baseset_withdroped_max
B_12_max,0.0003813342340084,baseset_withdroped_max
D_51_max,0.0003769761284769,baseset_withdroped_max
P_3_max,0.0003595437063508,baseset_withdroped_max
B_26_max,0.0003530065480535,baseset_withdroped_max
R_2_max,0.0003421112842247,baseset_withdroped_max
D_123_max,0.0003399322314589,baseset_withdroped_max
B_30_Woeslope,0.0681912772517785,Woe_slopeset_slope
B_38_Woeslope,0.0214767440593573,Woe_slopeset_slope
B_38_last,0.0730157000751773,cat_stat__
B_30_last,0.0110151117309305,cat_stat__
B_30_nunique,0.0084721571532854,cat_stat__
D_120_last,0.007410958456359,cat_stat__
D_42_lagmean,0.0027238159572034,baseset_withdroped_lagmean
D_44_lagmean,0.0024492553087173,baseset_withdroped_lagmean
B_17_lagmean,0.0022182757155464,baseset_withdroped_lagmean
B_4_lagmean,0.0022052013989519,baseset_withdroped_lagmean
D_39_lagmean,0.0018718063257902,baseset_withdroped_lagmean
B_3_lagmean,0.0017410631598444,baseset_withdroped_lagmean
D_50_lagmean,0.0016037828356014,baseset_withdroped_lagmean
R_1_lagmean,0.0014163842977457,baseset_withdroped_lagmean
B_9_lagmean,0.0011919418628722,baseset_withdroped_lagmean
D_127_lagmean,0.0011243912271335,baseset_withdroped_lagmean
D_53_lagmean,0.0009958271139536,baseset_withdroped_lagmean
S_26_lagmean,0.0009544251114041,baseset_withdroped_lagmean
B_6_lagmean,0.0009435298475753,baseset_withdroped_lagmean
B_16_lagmean,0.0008759792118366,baseset_withdroped_lagmean
D_65_lagmean,0.0008215028926925,baseset_withdroped_lagmean
B_10_lagmean,0.0007888171012061,baseset_withdroped_lagmean
B_5_lagmean,0.0007779218373773,baseset_withdroped_lagmean
D_59_Q50cen_lagmean,0.0007343407820621,baseset_withdroped_lagmean
S_23_lagmean,0.0007081921488729,baseset_withdroped_lagmean
P_2_lagmean,0.0006602529880261,baseset_withdroped_lagmean
S_3_lagmean,0.0006515367769631,baseset_withdroped_lagmean
R_27_lagmean,0.0005839861412244,baseset_withdroped_lagmean
S_9_std_lagmean,0.0005818070884586,baseset_withdroped_lagmean
D_56_lagmean,0.0005709118246298,baseset_withdroped_lagmean
D_144_lagmean,0.0005556584552695,baseset_withdroped_lagmean
D_55_cen_lagmean,0.0005338679276118,baseset_withdroped_lagmean
S_25_lagmean,0.000522972663783,baseset_withdroped_lagmean
D_41_lagmean,0.0005077192944227,baseset_withdroped_lagmean
R_10_lagmean,0.0004597801335759,baseset_withdroped_lagmean
B_2_lagmean,0.0004488848697471,baseset_withdroped_lagmean
B_14_lagmean,0.0004445267642156,baseset_withdroped_lagmean
D_43_lagmean,0.0004183781310264,baseset_withdroped_lagmean
D_106_lagmean,0.0004096619199634,baseset_withdroped_lagmean
D_51_lagmean,0.0003965876033688,baseset_withdroped_lagmean
S_15_lagmean,0.0003813342340085,baseset_withdroped_lagmean
B_37_lagmean,0.0003813342340085,baseset_withdroped_lagmean
D_46_lagmean,0.0003595437063508,baseset_withdroped_lagmean
